launch_speed,launch_angle,home_team,woba_value
96,26.3,ARI,0
75.7,-43,ARI,0.9
79.2,51,ARI,0
103.6,9,ARI,0.9
80,69,ARI,0
98.2,31,ARI,2
88.1,-11.5,ARI,0.9
24.7,-19,ARI,0
88.2,9,ARI,0.9
103.7,15.3,ARI,1.25
85.2,53,ARI,0
87.4,11,ARI,1.25
75.9,11,ARI,0.9
87.4,35.2,ARI,0
82.9,-20.7,ARI,0
92.7,15,ARI,0.9
98.4,16,ARI,0
64.1,0,ARI,0
64.7,62,ARI,0
80,69,ARI,0
74.2,49.2,ARI,0.9
100.4,7,ARI,0
92,18,ARI,0
81.4,-11,ARI,0
65.1,-80.4,ARI,0
12.8,-84,ARI,0
102.4,21.6,ARI,1.25
89.3,15,ARI,1.25
91.9,-19.2,ARI,0
86,15.3,ARI,0.9
57.1,-16,ARI,0.9
76.3,4.6,ARI,0
79,-25,ARI,0
96.8,46.7,ARI,0
84.1,-1,ARI,0
90.4,-23,ARI,0
57.7,-65,ARI,0
101.1,-6,ARI,0
89.7,-24,ARI,0
100.8,24,ARI,1.6
80,69,ARI,0
86,28.3,ARI,0
81.1,22,ARI,1.25
84,54,ARI,0
103.3,32,ARI,2
83.7,-24.6,ARI,0
92.5,40,ARI,0
89.1,42.6,ARI,0
97.4,62,ARI,0
49.3,-53,ARI,0
89.8,4,ARI,0
109.5,15,ARI,0
79,24,ARI,0.9
102.3,29,ARI,2
52,-61,ARI,0
99.6,35.7,ARI,0
74.9,-11,ARI,0
107.1,-22,ARI,0.9
80.7,-43,ARI,0
79.4,17.7,ARI,0.9
87.9,46,ARI,0
57.9,-44,ARI,0
67.6,11.8,ARI,0
101,7,ARI,0
81,31.9,ARI,0
103.6,-2,ARI,0
79.9,34,ARI,0
94.7,0,ARI,0.9
99.2,35.4,ARI,2
90.9,-2,ARI,0
73,8.7,ARI,0
90.8,24,ARI,0
81.1,14,ARI,0.9
56.8,26,ARI,0
92.3,-26,ARI,0
80.7,-34.3,ARI,0.9
92.8,27,ARI,0
78.2,0.3,ARI,0.9
90.7,-3,ARI,0
101.1,-3,ARI,0
88.9,13,ARI,0.9
82.6,-12,ARI,0.9
75.3,29.9,ARI,1.6
77,-18,ARI,0
48.1,1.9,ARI,0
82.9,-20.7,ARI,0
64.7,37,ARI,1.25
87.8,-5.2,ARI,0
102.1,3,ARI,0.9
80,69,ARI,0
102.2,15.8,ARI,0.9
66.6,21.3,ARI,1.25
97.4,29.6,ARI,2
98,1,ARI,1.25
105.5,26,ARI,2
76.5,9.4,ARI,0.9
64,-35.3,ARI,0
98.2,14,ARI,0.9
86.2,62,ARI,0
103.7,31.4,ARI,0
90.3,-17.3,ARI,0.9
94.3,27,ARI,0
103.3,29,ARI,2
66.2,-20,ARI,0
87.3,15,ARI,0.9
94.4,2,ARI,0
82.9,-33.7,ARI,0
81.6,7,ARI,0
80,69,ARI,0
80,69,ARI,0
80.1,67,ARI,0
87.5,81.1,ARI,0
96,-1.9,ARI,0
102.6,26,ARI,2
75.8,-8.6,ARI,0
68.9,-20,ARI,0
67.7,-53.4,ARI,0
80,69,ARI,0
92.1,11.3,ARI,1.25
98.6,34,ARI,0
86.9,19,ARI,1.25
77,31.5,ARI,0
73.2,55,ARI,0
68.5,8,ARI,0
85.2,-12,ARI,0
91.2,-24.2,ARI,0
92.5,-4,ARI,0
81.4,-13,ARI,0
61.2,-19,ARI,0
97.5,51,ARI,0
71.5,-8,ARI,0
104.7,11,ARI,0.9
93.6,43.7,ARI,0
103.6,20,ARI,1.25
86.1,22.6,ARI,0
65.8,-32,ARI,0
106.6,29.1,ARI,2
88.6,33.9,ARI,0
104.7,42.8,ARI,2
97.5,13,ARI,1.25
104.6,19,ARI,1.25
94,20,ARI,1.6
54.3,-40,ARI,0.9
104.4,-1,ARI,0
107.7,11,ARI,0.9
104.2,4,ARI,0
55.1,25.8,ARI,0.9
86.7,4,ARI,1.25
91.3,57.9,ARI,0
70.8,67,ARI,0
82.9,-20.7,ARI,0
84,-20,ARI,0
96.9,23.6,ARI,1.25
96,17,ARI,0
59.2,-30,ARI,0
105,30.9,ARI,2
94.2,24,ARI,0
72.3,-12.7,ARI,0
94,-18,ARI,0
77.8,36,ARI,0
106.3,10,ARI,1.25
96.3,12.3,ARI,0.9
69.9,-51,ARI,0.9
68.5,21.3,ARI,0.9
95.9,-24.7,ARI,0
84.5,46.3,ARI,0
101.7,16,ARI,0.9
81.5,34,ARI,0
112.2,5.5,ARI,0.9
91.3,56.1,ARI,0
101.2,35.1,ARI,2
76.4,-8.5,ARI,0
103.2,26,ARI,2
101.1,39,ARI,0
67,30,ARI,0.9
81.8,31.8,ARI,0
88.6,-8.4,ARI,0
98.3,6,ARI,0
88.5,41,ARI,0
81.7,72,ARI,0
103.3,-2.4,ARI,0
101.6,22.5,ARI,1.25
93.7,32.3,ARI,0
44.1,-64,ARI,0
108.2,11.1,ARI,0.9
68.7,-12,ARI,0
81,42.9,ARI,0
80.9,8.7,ARI,0
61,-6,ARI,0
92.2,25,ARI,0
84,-54,ARI,0
74.1,34.4,ARI,0
33.3,21,ARI,0.9
109.6,29.8,ARI,2
83.4,57,ARI,0
87.6,41.2,ARI,0
83.8,41.9,ARI,0
37.2,-61,ARI,0.9
95.4,46.2,ARI,0
73.2,13.8,ARI,0
92.5,42,ARI,0
86.8,33,ARI,0
76.4,21.4,ARI,0.9
89.5,-3,ARI,0
86.3,1.3,ARI,0.9
97.9,-23.3,ARI,0
87,44.3,ARI,0
86.8,35.8,ARI,0
91.3,50,ARI,0
84,13,ARI,1.25
103.4,12,ARI,0.9
78.7,23,ARI,0
83.8,32,ARI,0
95.8,18,ARI,0.9
100.1,-13.1,ARI,0
97.4,35,ARI,0
85.9,50,ARI,0
70.7,10.4,ARI,0
101.7,41,ARI,1.25
108.8,15,ARI,0
84.7,74,ARI,0
84.4,11.5,ARI,0
80.1,23,ARI,0
92.7,-1,ARI,0.9
89,16.2,ARI,0
104.9,-17.1,ARI,0
76.5,-8,ARI,0.9
85.7,67,ARI,0
93.6,-7.6,ARI,0.9
101.6,-37,ARI,0
71.8,-53,ARI,0
88.6,46,ARI,0
86.2,13,ARI,0.9
71.5,-42,ARI,0
72.8,34,ARI,0
65.3,64,ARI,0
89.2,-10,ARI,0
110.7,-5,ARI,0
97.3,17,ARI,0
61.2,37,ARI,0.9
78.8,37,ARI,0
69.9,-16,ARI,0
103.7,34,ARI,2
83.8,29.7,ARI,0
79.6,1.6,ARI,0
71.7,8.3,ARI,0.9
98.7,34,ARI,0
97.4,59,ARI,0
93.1,25,ARI,0
103.4,2,ARI,0
80,69,ARI,0
106,13,ARI,0.9
75.9,42,ARI,0
103.8,40.7,ARI,0
97.1,8,ARI,0
104.4,19,ARI,0
110,14,ARI,0.9
32.7,-68,ARI,0
25.4,-30,ARI,0
87.3,-5,ARI,0
88.3,2,ARI,0.9
93.8,-21,ARI,0.9
83,-4,ARI,0
103.3,6,ARI,0.9
84.9,16,ARI,0.9
89.1,15,ARI,0.9
93.2,51,ARI,0
81.4,50,ARI,0
96.3,17,ARI,0.9
104.2,22,ARI,1.25
100.8,23.6,ARI,1.25
96.1,40.4,ARI,0
87.9,-48,ARI,0
101.4,19.9,ARI,0
88.5,27,ARI,0
95.6,46.4,ARI,0
94.8,23.2,ARI,0
87.8,2.3,ARI,0.9
102.8,0.7,ARI,0.9
80.6,55,ARI,0
101.1,17,ARI,0
98.6,7.8,ARI,0
92.1,14.3,ARI,0.9
NA,NA,ARI,0
97,36,ARI,0
91.8,39,ARI,0
87.4,4,ARI,0.9
84.2,40,ARI,0
27.2,-78.1,ARI,0
90.4,-1,ARI,0
41.9,-11,ARI,0.9
96.8,40,ARI,0
90.8,4.9,ARI,0
76.9,6.6,ARI,0
84.2,50,ARI,0
102.4,-16.6,ARI,0.9
82.2,40.1,ARI,0
96.3,47,ARI,0
86.2,54.3,ARI,0
87.6,53,ARI,0
101.2,15.4,ARI,0.9
89.6,28,ARI,0
89,9,ARI,0.9
87.4,15,ARI,0.9
86.5,27.8,ARI,0
70.6,-19,ARI,0
85.4,19.9,ARI,1.25
95.4,15,ARI,1.25
109.4,21.7,ARI,2
98.7,51,ARI,0
90.6,27,ARI,0
78.4,17.5,ARI,0.9
85.2,-19,ARI,0
65.8,-1.6,ARI,0
86,57.1,ARI,0
97.7,14,ARI,1.6
NA,NA,ARI,0
100.1,34,ARI,0
102.6,13.3,ARI,0
103.9,28.3,ARI,2
45.2,51.5,ARI,0.9
47.4,-46.8,ARI,0
85,18,ARI,0.9
73.1,-36,ARI,0
89.2,41,ARI,0
100.9,13,ARI,0.9
100.6,23,ARI,1.25
102.7,-36.2,ARI,0
92,5,ARI,0.9
90,61,ARI,0
91,21.7,ARI,0
96,-5,ARI,0
70.7,-14.7,ARI,0
72.9,35,ARI,0
93.1,19,ARI,0
53.2,22.2,ARI,0
82.9,-20.7,ARI,0
91.5,12,ARI,0.9
75.9,-4,ARI,0
93.8,41,ARI,0
110.5,31.3,ARI,2
98.3,1,ARI,0.9
63.8,77,ARI,0
105.7,8.2,ARI,0
104.9,31,ARI,2
103.8,5.4,ARI,0
95.9,-16.5,ARI,0
86.7,-17,ARI,0
95.4,6.7,ARI,0.9
74.9,53.5,ARI,0
100.7,-4.5,ARI,0
111.3,21,ARI,2
47.6,-53,ARI,0
105.3,-10.6,ARI,0
47.9,27,ARI,0
96.7,-9.6,ARI,0.9
81.2,-30,ARI,0
102.4,32.2,ARI,2
76.2,-36,ARI,0
78.4,5,ARI,0
98.9,9,ARI,0
89.1,24,ARI,0
72.7,39.8,ARI,0
101,28.6,ARI,0
72.7,7.7,ARI,0.9
77.1,26,ARI,0
53.4,-39,ARI,0
105.5,15,ARI,0
78.6,-21,ARI,0
89.5,23.2,ARI,0
108.5,19,ARI,2
98.8,2.2,ARI,0
93.1,-10.7,ARI,0.9
104.6,-14,ARI,0.9
92.8,-8.2,ARI,0
96.3,31,ARI,2
78.8,57,ARI,0
68.6,-19,ARI,0
59.1,-35,ARI,0
100.9,23,ARI,0.9
80.9,-2.8,ARI,0
79,37,ARI,0
94.9,19,ARI,0
89,21.2,ARI,0
76.4,-7.9,ARI,0
106.9,-2.8,ARI,0
79.1,10,ARI,0
99.4,16,ARI,1.25
96.6,-0.3,ARI,0
93,48,ARI,0
106.4,-4.9,ARI,0
80,69,ARI,0
99.5,12,ARI,0.9
112.8,-6,ARI,1.25
93.3,10,ARI,1.25
104.7,14,ARI,1.25
89.1,-3,ARI,0.9
88.1,-3,ARI,0
75.1,16.5,ARI,0.9
99.6,-5.4,ARI,0.9
89.2,39.3,ARI,0
38.8,27.5,ARI,0
97.7,46,ARI,0
95.8,16,ARI,0
104.9,-1,ARI,0.9
95.2,15,ARI,0.9
86.2,50.7,ARI,0
81.9,-33,ARI,0
99.3,14.5,ARI,1.6
89.2,39.3,ARI,0
63.6,52,ARI,0
18.8,44,ARI,0
102.1,-11.6,ARI,0.9
68.5,26,ARI,0.9
71,33.1,ARI,0
75.3,10.8,ARI,0
91.5,56.8,ARI,0
67.2,20,ARI,0.9
80.3,-38.8,ARI,0
78.1,57,ARI,0
76.8,1,ARI,0
105.2,-3.6,ARI,0.9
92.7,-3,ARI,0.9
105.6,10,ARI,1.25
80,69,ARI,0
81.4,60,ARI,0
108.2,29.7,ARI,2
91.9,0,ARI,0.9
88.7,22,ARI,0.9
72,-17.7,ARI,0.9
82.2,-47,ARI,0
80,69,ARI,0
80.8,5,ARI,0
61.6,5.1,ARI,0
104,8.6,ARI,0
94.9,-20.4,ARI,0
103.1,-22,ARI,0
96.5,-77.5,ARI,0.9
77.5,41,ARI,0
71.4,-14.9,ARI,0
115.8,2,ARI,0.9
80,69,ARI,0
54.1,-12,ARI,0
80,69,ARI,0
80,69,ARI,0
90.3,-11.7,ARI,0
86.4,10,ARI,0
70.1,-19,ARI,0
66,-32,ARI,0
98,27,ARI,0
102.1,18.7,ARI,0
103,28,ARI,0
93,-1,ARI,0
49.6,-34.4,ARI,0.9
97.8,40.4,ARI,0
85.9,29,ARI,0
99.1,36,ARI,0
48.7,-58,ARI,0
98,27,ARI,0
92.7,46,ARI,0
79,61,ARI,0
93.7,5,ARI,0
40,-36,ARI,0.9
100.8,8,ARI,1.25
60.7,-46.7,ARI,0
72.3,-1.6,ARI,0
89.9,15,ARI,0.9
100.7,-4,ARI,0.9
101.4,0,ARI,0
100.5,41,ARI,0
68.4,-15.4,ARI,0
84.3,12.6,ARI,0.9
90.9,-18,ARI,0
101.2,-12.4,ARI,0
106.5,-14,ARI,0.9
79.7,51,ARI,0
101.9,49.5,ARI,0
85.3,62,ARI,0
86.9,70,ARI,0
68.3,76,ARI,0
66.1,49.2,ARI,0
86.1,-24,ARI,0
96,41,ARI,0
102.7,7.9,ARI,0.9
72.9,-7,ARI,0
71.9,55,ARI,0
76.5,52.7,ARI,0
96.5,6.9,ARI,0.9
103,14,ARI,0
95,6,ARI,0.9
98.2,24.5,ARI,2
100.3,20,ARI,1.25
108,0.9,ARI,0
83.6,43.6,ARI,0
85.7,51.2,ARI,0
104.4,21.4,ARI,1.25
94.6,31.2,ARI,0
88.3,35,ARI,0
88.8,-4.7,ARI,0.9
88.7,46,ARI,0
69.2,62,ARI,0
102.6,5,ARI,0.9
98.4,43,ARI,0
96.1,27,ARI,0
94,23,ARI,0
99.6,-17,ARI,0
81.1,44,ARI,0
82.2,-2.7,ARI,0
98.6,31,ARI,2
89.4,2.9,ARI,0
89.7,-10,ARI,0
84.1,14,ARI,0.9
73.2,-6,ARI,0
88.7,25.2,ARI,0
98,-12,ARI,0.9
91.6,-9,ARI,0.9
89.4,30,ARI,0
90.7,-29,ARI,0
104.3,9,ARI,0.9
109.4,13.3,ARI,0
42,-8.6,ARI,0.9
18.2,-17,ARI,0
108.3,-7.6,ARI,0.9
103.9,-4.9,ARI,0.9
66.3,-65,ARI,0
69.2,68,ARI,0
102.7,29.8,ARI,2
62.2,-41.7,ARI,0
80,69,ARI,0
88,51,ARI,0
76.9,4.1,ARI,0
64.6,37.2,ARI,0
103.3,22.2,ARI,1.25
78.9,-18,ARI,0
98.1,16,ARI,1.6
41.1,-8,ARI,0.9
99.9,11,ARI,0.9
100.3,16.5,ARI,0
89.2,46.3,ARI,0
99.2,4,ARI,0
92.9,7,ARI,0
62,-65.3,ARI,0
99,14.9,ARI,1.25
43.4,16,ARI,0
89.2,33,ARI,0
104.1,-4.5,ARI,0
88,5,ARI,0.9
84.2,-36,ARI,0
107.1,10.4,ARI,0.9
107.1,13,ARI,1.25
69.6,36.6,ARI,0.9
67.1,18.4,ARI,0.9
92.5,7,ARI,0
95.5,12.9,ARI,1.25
82.9,-20.7,ARI,0
81,-51.6,ARI,0
88.7,31.1,ARI,0
54.4,-53.2,ARI,0
70,11.6,ARI,0
102.6,23.3,ARI,2
99.4,13,ARI,0.9
101.2,-2,ARI,1.25
80,69,ARI,0
89.2,39.3,ARI,0
98.1,-17,ARI,0
94.6,-22.9,ARI,0
85.8,-0.8,ARI,1.25
88.7,22,ARI,0
89,57,ARI,0
82,41,ARI,0
88.7,20.9,ARI,0
88.2,-34,ARI,0
66.5,-7.5,ARI,0
69,39.4,ARI,0.9
108.7,10,ARI,0.9
55.9,-44.9,ARI,0
99.4,8,ARI,0
87.8,-11.5,ARI,0
104.8,19,ARI,1.25
86.2,-4,ARI,0
99.4,23,ARI,1.25
97.9,12,ARI,0.9
84.8,13,ARI,0
93.8,1.7,ARI,0.9
83.4,-45.8,ARI,0
81.1,47,ARI,0
97,3,ARI,1.25
96.4,2.5,ARI,0
70.9,36.4,ARI,0.9
84.6,-4,ARI,0
97,0,ARI,0
104.2,18,ARI,0.9
104.4,6.6,ARI,0
96.1,-13,ARI,0
95.3,2,ARI,0
90.8,-3,ARI,0.9
109.8,15,ARI,0
77.5,50.7,ARI,0
90.1,42,ARI,0
96.6,37,ARI,0
92,16,ARI,0
91.6,-26,ARI,0
89.6,11.8,ARI,1.25
94,-4.1,ARI,0.9
99.5,42.1,ARI,0
82.7,64,ARI,0
94.2,14,ARI,0.9
NA,NA,ARI,0
94.2,-5.1,ARI,0
94.9,20.2,ARI,0
75.7,-21.1,ARI,0
92.7,-23,ARI,0
87.5,3,ARI,0
96.5,34,ARI,2
95.6,26,ARI,1.25
85.3,47.2,ARI,0
100.9,20,ARI,1.25
92.9,-4,ARI,0.9
51.8,-34,ARI,0
104.9,23.4,ARI,2
73.4,5,ARI,0.9
74.5,28,ARI,0.9
93.1,30.5,ARI,0
89.2,18,ARI,0.9
84.4,17,ARI,0
83.3,24,ARI,0
96.1,-1,ARI,0
108.7,20,ARI,2
107,19,ARI,1.25
90.3,12,ARI,0
51.8,-57.2,ARI,0.9
108.2,23,ARI,2
101.5,-23,ARI,0
34.7,-74,ARI,0
81.2,5,ARI,0
86.6,31,ARI,0
93.5,26.2,ARI,0
89,42,ARI,0
93.8,19,ARI,1.6
90,-9,ARI,0
113.4,-10.8,ARI,0
104.6,19,ARI,0
79.6,14,ARI,0.9
87.3,64.4,ARI,0
91.3,24,ARI,0
106.5,11.8,ARI,2
79.5,33.1,ARI,1.25
76.1,18,ARI,0.9
67.5,-51,ARI,0.9
91.6,25,ARI,0
83.4,-15,ARI,0
92.8,3.8,ARI,0.9
79.9,-17,ARI,0.9
84,29,ARI,0
93.3,-17,ARI,0
83.4,25,ARI,1.25
67.8,53,ARI,0
81.6,45,ARI,0
105.6,29,ARI,2
81.8,37.1,ARI,0
96.2,-15,ARI,0.9
82.9,-20.7,ARI,0
97.4,-22,ARI,0
90.4,13,ARI,0.9
67.5,80,ARI,0
93.3,10,ARI,0
95,27,ARI,0
76.8,20.9,ARI,0.9
99.9,58,ARI,0
93.1,1.9,ARI,0
89.1,54,ARI,0
75.6,-38.4,ARI,0
101.6,20,ARI,1.25
89.5,22,ARI,0
86.1,11,ARI,0
81.7,-23,ARI,0
104.2,-11,ARI,0.9
90.6,61,ARI,0
104.6,18,ARI,1.25
105.6,10.9,ARI,0.9
102.5,23,ARI,1.25
82.9,-20.7,ARI,0
87.1,36,ARI,0
95.6,46,ARI,0
105.4,20.2,ARI,1.25
85.5,58,ARI,0
108.3,-22,ARI,0
100.9,27,ARI,2
93.3,4,ARI,1.25
91.6,14.2,ARI,0.9
89.3,12,ARI,0.9
92.5,-22,ARI,0.9
97.3,-10.5,ARI,0
86.3,24,ARI,0
95.2,16.9,ARI,0
92,28.6,ARI,0
95.8,7,ARI,0
82,80.1,ARI,0
92.9,7,ARI,0
86.5,25.7,ARI,0
76.4,58.6,ARI,0
86.4,53,ARI,0
83.7,-46.2,ARI,0
104.8,5,ARI,0
75.1,41,ARI,0
109.9,11.1,ARI,0.9
76.4,17.2,ARI,0.9
96.8,33.3,ARI,0
101.7,38,ARI,2
99.2,16,ARI,0
85.9,20,ARI,0.9
102.9,6,ARI,0.9
88,25.5,ARI,0
106.4,6,ARI,0.9
97.8,23.4,ARI,0
77.5,84.9,ARI,0
83.5,46.6,ARI,0
79.7,-25,ARI,0.9
87.3,-21,ARI,0
69.4,-31,ARI,0
69.2,28.3,ARI,0.9
95.3,-0.3,ARI,0
80,69,ARI,0
80,69,ARI,0
79,2,ARI,0
106.2,23.8,ARI,1.25
82.5,53,ARI,0
100,-20,ARI,0.9
93.5,26,ARI,0
88.6,6,ARI,0.9
73.9,12.7,ARI,0.9
92.3,41,ARI,0
89.1,14.9,ARI,0.9
86.7,2.4,ARI,0
60,58,ARI,0
89.4,29.8,ARI,0
94.5,34.2,ARI,2
110,-22,ARI,0
107.5,6,ARI,0.9
94.8,-3,ARI,0
95.2,15.5,ARI,0
83.2,33,ARI,0
98.8,39,ARI,0
77.1,-4,ARI,0
91.3,55,ARI,0
71.3,14,ARI,0
93,-12,ARI,0
100.8,-22.1,ARI,0
97.3,26.2,ARI,0
100,-2,ARI,0
100.8,12,ARI,0.9
93.5,10,ARI,1.25
96.9,21,ARI,0
98.3,19,ARI,1.25
89,4,ARI,0
90.1,-23,ARI,0
77.3,50.8,ARI,0
106.1,15.2,ARI,0
82.6,39,ARI,0
97.4,43,ARI,0
106.6,0,ARI,0
97.1,0,ARI,0.9
92.2,8,ARI,0
82.9,-20.7,ARI,0
103.9,-2.7,ARI,0
86.9,19,ARI,0
97.7,7,ARI,0
89.7,58.8,ARI,0
70.1,34,ARI,0.9
90.3,-26.2,ARI,0
74.4,-3,ARI,0
65.4,-25,ARI,0
97.2,2,ARI,0.9
65.3,38,ARI,0.9
82.9,-20.7,ARI,0
93.1,-32.2,ARI,0
52.3,-71,ARI,0
61.9,-30.2,ARI,0
96.4,-16.4,ARI,0
92.1,19,ARI,0
98.9,-11,ARI,0.9
96.3,14.9,ARI,1.25
93.7,44,ARI,0
100.2,35,ARI,0
98.7,-28.3,ARI,0
92.7,26.7,ARI,0
94.6,0,ARI,0
93.2,47.8,ARI,0
103.8,11.7,ARI,0.9
87.9,12,ARI,0.9
82.3,35,ARI,0
96.1,-2,ARI,0
97.2,28,ARI,0
66.4,-15,ARI,0
99.6,40.4,ARI,0
106.9,20.2,ARI,0
89.9,23,ARI,0
94.3,4,ARI,0.9
95.2,20.1,ARI,1.25
87.6,31,ARI,0
92.6,30,ARI,0
98.4,28,ARI,1.25
39.1,-14.1,ARI,0.9
73.3,14,ARI,0
89.2,4.8,ARI,0
86.5,46,ARI,0
98.2,-10,ARI,0.9
89.8,-22,ARI,0
61,21.2,ARI,1.25
100.9,37,ARI,0
103.4,29.5,ARI,2
73.1,12,ARI,0.9
92.8,47.2,ARI,0
99.9,-19,ARI,0
62.4,-49.5,ARI,0
102.9,26,ARI,2
87.1,45.1,ARI,0
88.4,-34.4,ARI,0
74,4,ARI,0
80.5,19.8,ARI,0
54,-43.4,ARI,0.9
83.5,28,ARI,1.6
91.3,-12,ARI,0
92.4,-14,ARI,0
111.2,14.1,ARI,0
80,69,ARI,0
93.1,-14.5,ARI,0.9
104.8,26,ARI,2
84.8,37,ARI,0
97,33.2,ARI,0
100.6,-10,ARI,0.9
52.7,-45.5,ARI,0
81.1,57,ARI,0
94.3,1,ARI,0
81.2,39.4,ARI,0
95.2,-13,ARI,0
86.4,41.1,ARI,0
107.8,15,ARI,0
80.9,37,ARI,0
100.5,27,ARI,1.6
95.7,2.2,ARI,0
86.2,56,ARI,0
109.1,-6,ARI,0.9
78,30.3,ARI,0
76.2,16,ARI,1.25
39.6,-71.5,ARI,0
78.8,21,ARI,0.9
105.7,8,ARI,0.9
88.5,34.7,ARI,0
100.1,23.2,ARI,0
97.7,25,ARI,0
77.8,35.8,ARI,0.9
83.2,25,ARI,0
92.6,5.4,ARI,0.9
81.4,38.3,ARI,0
103.1,-13.7,ARI,0.9
82.9,-20.7,ARI,0
90.1,76,ARI,0
102.9,-0.3,ARI,0
100.9,42.9,ARI,0
81.8,34,ARI,0
106.9,11,ARI,0.9
103.2,26.8,ARI,1.6
60.5,3.1,ARI,0.9
94.3,4.8,ARI,0.9
104.1,7,ARI,0.9
97.1,43,ARI,0
74.6,44,ARI,0
77.2,74,ARI,0
99.6,31,ARI,2
69.1,25.5,ARI,0.9
97.3,-1.3,ARI,0
96.4,-15.6,ARI,0
92.2,2,ARI,0
110.3,14,ARI,1.25
103.9,27,ARI,2
95.7,37,ARI,0
103.3,-3,ARI,0
65.7,62,ARI,0
102.4,14,ARI,0.9
88.8,11.7,ARI,0.9
89.7,0,ARI,0
86.5,3.1,ARI,0.9
67.8,3.6,ARI,0
85.7,48.6,ARI,0
95.3,35,ARI,0
72.8,20.6,ARI,0.9
90.2,46.2,ARI,0
87.2,56.2,ARI,0
83,47,ARI,0
56.7,36.3,ARI,0
105.3,13,ARI,0.9
97.5,1,ARI,0
94.7,4.7,ARI,0.9
77.2,53.4,ARI,0
90.3,20,ARI,1.25
87.3,-15,ARI,0
57.2,-15,ARI,0
94,7,ARI,0
102.2,45,ARI,0
94.9,34,ARI,2
60.5,-58,ARI,0
102.4,7.9,ARI,0
84.4,40,ARI,0
102,-8,ARI,0
87.7,2,ARI,0
101.6,6,ARI,0
80,69,ARI,0
76.3,-32.4,ARI,0
97.7,16,ARI,0
105.6,5.5,ARI,0.9
76.2,16.6,ARI,0.9
79.5,-4,ARI,0
93.8,36.1,ARI,0
69.6,50,ARI,0
84.6,39.4,ARI,0
93.8,26,ARI,0
102.8,37.9,ARI,0
105.3,32,ARI,2
98.8,35,ARI,0
75.8,18,ARI,0.9
98.2,-8.8,ARI,0
95.4,11.2,ARI,0.9
80.1,45,ARI,0
84.4,-12.5,ARI,0
86.5,-21,ARI,0.9
79.7,69,ARI,0
102.4,24,ARI,1.25
67.4,18.2,ARI,0
85.9,11,ARI,1.25
53.7,-20,ARI,0
84.3,22,ARI,0
93.8,24.4,ARI,0
102.8,-4,ARI,0.9
104.9,-5,ARI,0
87.5,57,ARI,0
73.4,67,ARI,0
92.8,17,ARI,0
102.6,-4.3,ARI,0
94.1,-4,ARI,0
95.7,3,ARI,0.9
95.5,-3.5,ARI,0.9
108,4,ARI,0
80.7,41,ARI,0
72.8,25,ARI,0.9
109,9.9,ARI,1.25
79.1,-3,ARI,0
87.4,54,ARI,0
100.6,-20.2,ARI,1.25
85.9,28,ARI,0
80.4,53,ARI,0
96.5,26,ARI,1.6
88.2,18,ARI,0.9
72.9,11.1,ARI,0
93.2,8,ARI,0
88.6,45.1,ARI,0
83.8,63,ARI,0
91.7,-20.4,ARI,0
71.5,-22.2,ARI,0
72.4,-6,ARI,0
97.3,11,ARI,0.9
93,13,ARI,0.9
72.9,27,ARI,0.9
85.5,-51.2,ARI,0
90,1,ARI,0
97.6,-6,ARI,0
66.3,-30,ARI,0
51.1,29,ARI,0
94.9,42,ARI,0
110.6,30,ARI,2
92.4,-21.7,ARI,0
94.1,14.6,ARI,0.9
78.3,50,ARI,0
108.4,-3.3,ARI,1.25
81.7,15,ARI,0.9
88.7,26.3,ARI,0
103.5,23,ARI,1.25
101.3,-28,ARI,0
100.1,-9.3,ARI,0
90.1,51.2,ARI,0
59.4,-25.1,ARI,0
101.6,8.4,ARI,0
70.8,28.7,ARI,0.9
109.9,-1,ARI,0
101,44,ARI,0
86.3,-49,ARI,0
51.3,-33.5,ARI,0
105.3,-5.4,ARI,0
94.3,23,ARI,0
74.8,24.7,ARI,0
106.2,2,ARI,0.9
89.6,24.8,ARI,0
62,23,ARI,0
96.8,21,ARI,1.25
86.1,38,ARI,0
103.2,3.4,ARI,0
77.9,-3,ARI,0
63.7,-4.5,ARI,0
88.2,1.1,ARI,0
100.8,21.7,ARI,0
92.4,-26.7,ARI,0
103.9,9,ARI,0.9
81.6,5.1,ARI,0
77,39,ARI,0
103.7,37,ARI,2
59.4,27.8,ARI,0
98.5,29,ARI,2
67.4,-42.7,ARI,0
43.5,-66.4,ARI,0
72.3,19,ARI,0.9
94.1,-18,ARI,0
95.4,-6,ARI,0
75.7,35,ARI,0
98.8,23.5,ARI,1.25
99.1,13,ARI,1.25
84.1,58,ARI,0
95,24,ARI,1.25
72.6,-10,ARI,0
81.9,-16,ARI,0
41,-39,ARI,0
41,-39,ARI,0
104.8,18.5,ARI,1.25
94.9,4,ARI,0.9
79.1,-20,ARI,0
93,4.3,ARI,0
95.4,44,ARI,0
84.1,22,ARI,0
104.8,29.8,ARI,2
86.6,45,ARI,0
104.8,1,ARI,0.9
106.8,10,ARI,0.9
100.5,8,ARI,0.9
86.6,46.6,ARI,0
104.5,21.7,ARI,2
97.1,4.4,ARI,0.9
51.3,-72.7,ARI,0
90.5,50,ARI,0
40.3,-59,ARI,0.9
106.2,-11,ARI,0
35.6,57,ARI,0
90.4,-29.1,ARI,0.9
92.8,9,ARI,0.9
106.2,19.5,ARI,1.25
97.1,27,ARI,0
