launch_speed,launch_angle,home_team,woba_value
103.9,9.2,TEX,0
100.7,-2.5,TEX,0
96.2,29,TEX,0
82.8,39,TEX,0
62.9,-75,TEX,0
89.8,9.6,TEX,0.9
100.4,26,TEX,2
102.1,23,TEX,0
81,12,TEX,0
83.1,-32,TEX,0
98.1,39.8,TEX,0
110.9,21.8,TEX,2
95.9,8,TEX,0
56.4,57,TEX,0
85.2,39.3,TEX,0
87.6,29,TEX,0
83.8,-0.8,TEX,0
102.2,33.8,TEX,0
107.3,27,TEX,2
101.1,5,TEX,0
77.1,15,TEX,0.9
89.3,66,TEX,0
96.9,13,TEX,0.9
92.8,-15.4,TEX,0
54.7,-1,TEX,0
85.8,35,TEX,0
73.5,-35,TEX,0
83.4,15,TEX,0.9
82.7,18,TEX,0.9
94.1,17,TEX,0
101.9,-16.8,TEX,0
103.7,16,TEX,0.9
104.4,6,TEX,0
87.3,19.9,TEX,0
97.9,23.1,TEX,0.9
89,-27.5,TEX,0
40,-17,TEX,0
75.8,-21.6,TEX,0
96.5,11,TEX,0
95.1,-21.4,TEX,0
91.7,46,TEX,0
74.3,8,TEX,0
92.7,-11.7,TEX,1.25
66,-27.9,TEX,0
95.2,-6.9,TEX,0
104.1,22.4,TEX,2
83.2,30,TEX,0
87.5,28.2,TEX,0
93.6,47.3,TEX,0
78.3,58,TEX,0
102.6,-6.1,TEX,0
72.3,39,TEX,0.9
92,69,TEX,0
80,69,TEX,0
97.1,24,TEX,1.25
99.2,-14,TEX,0
96,43,TEX,0
98.2,14.7,TEX,1.6
86.9,-11.6,TEX,1.25
102.5,17,TEX,0
91.6,45,TEX,0
67.6,-8,TEX,0
92.2,50.1,TEX,0
108.7,4,TEX,0
102.5,41,TEX,0
99.1,17,TEX,0
84.7,6,TEX,0
105,11.4,TEX,1.25
74.9,-4.4,TEX,0.9
73.3,65.3,TEX,0
88.9,1,TEX,0.9
89.1,31.2,TEX,0
105.4,30.5,TEX,2
93.7,20,TEX,0
102.1,-1,TEX,0.9
97.6,25,TEX,2
98.1,41,TEX,0
74.6,-2.2,TEX,0
98.8,26,TEX,0
83.2,12,TEX,0.9
103.8,10,TEX,1.25
104.2,-6.4,TEX,0
84.6,45,TEX,0
115.1,12,TEX,0
40,-36,TEX,0.9
90.3,-17.3,TEX,0.9
113.1,17.6,TEX,2
98.1,46,TEX,0
109.7,14.1,TEX,1.25
76.7,20,TEX,0.9
77.8,33.3,TEX,0
103.9,63,TEX,0
86,51,TEX,0
97.6,22,TEX,0
93.4,21.9,TEX,0
72.3,1,TEX,0
92.4,26,TEX,0
92.8,-9.4,TEX,0
108.7,7,TEX,0
99.6,25,TEX,0
72.4,49,TEX,0
80,69,TEX,0
105,12,TEX,0.9
96.8,56.5,TEX,0
95,-10,TEX,0
99.8,50.9,TEX,0
43,20,TEX,0
94.5,0,TEX,1.25
91.4,-12,TEX,0
102,38,TEX,0
106.1,18.8,TEX,1.25
100.5,4.5,TEX,0.9
93,1,TEX,0
67.8,-15.3,TEX,0
81.8,-27.4,TEX,0
101.3,19.8,TEX,0
107.9,12.3,TEX,1.25
85.9,0,TEX,0
95.2,8.1,TEX,0
95.2,10,TEX,0.9
93.7,44.6,TEX,0
80,69,TEX,0
105.9,-5.8,TEX,0
83.7,-2,TEX,0
70.7,67,TEX,0
87.2,23,TEX,0
70.2,-8,TEX,0
69.4,-4,TEX,0
76.7,-18,TEX,0
108.6,12.6,TEX,0.9
82.7,32,TEX,0
97.5,15,TEX,0.9
107.6,8,TEX,0
89.6,-6,TEX,0
89.1,-10.6,TEX,0
61.5,-41,TEX,0
81.1,12.6,TEX,0.9
81.6,45.7,TEX,0
97.2,21,TEX,0
100.5,-1.3,TEX,0
54.1,12.3,TEX,0
102.6,-8.5,TEX,0.9
93.3,29.8,TEX,0
78.6,61.8,TEX,0
97.4,35,TEX,0
99.1,4,TEX,1.25
71.9,29.6,TEX,0.9
99.3,22.8,TEX,0
99.1,0.6,TEX,0
96.8,60,TEX,0
80,69,TEX,0
88.3,39,TEX,0
96.7,0.1,TEX,0.9
72.6,-26,TEX,0
85.9,-15.7,TEX,0
94.4,-13.1,TEX,0.9
80,69,TEX,0
92.5,14,TEX,0.9
91.4,15.4,TEX,0.9
98.3,22,TEX,0
77.5,60,TEX,0
85.2,47,TEX,0
76.2,18,TEX,0.9
81,65,TEX,0.9
88.8,3,TEX,0
106.8,5,TEX,0.9
110.7,3,TEX,0
95.1,9.3,TEX,0.9
103,14,TEX,0.9
108.3,17.1,TEX,0
44.9,-11.2,TEX,0
88,31.3,TEX,0
105.4,8,TEX,0
78.1,42.9,TEX,0
104.5,-24.1,TEX,0
98.9,19,TEX,0
96.4,0,TEX,0
67.5,-47,TEX,0
78.5,-30.9,TEX,0
80.9,47,TEX,0
80.4,32,TEX,0
71.6,59,TEX,0
83.3,43.2,TEX,0
95.1,23,TEX,0
108.2,28,TEX,2
88.3,44.8,TEX,0
83.9,1,TEX,0.9
59.5,13.3,TEX,0.9
81.7,21,TEX,0.9
87.6,-10.1,TEX,0
90,21.2,TEX,0
79.3,49,TEX,0
76.7,22,TEX,1.25
65.9,23,TEX,0
103.6,-4,TEX,0.9
90.6,23,TEX,0
74.4,69,TEX,0
102,-11.7,TEX,0
95.1,5,TEX,0.9
102.1,7.1,TEX,0.9
95,-1.9,TEX,0
108.1,29,TEX,2
90.3,23.2,TEX,0
98.1,-13,TEX,0
86.3,33,TEX,0
87.3,-1.2,TEX,1.25
78.2,44.9,TEX,0
93.9,30.6,TEX,0
90.9,28.9,TEX,0
95.2,34,TEX,0
71,-2.9,TEX,0
98.2,-5,TEX,0
68.4,19.3,TEX,0.9
102.7,25,TEX,2
92,39.9,TEX,0
78,51.2,TEX,0
69,-28,TEX,0
99,43.6,TEX,0
98.6,28.6,TEX,0
81.3,-17,TEX,0
94.6,-2.9,TEX,0
97.6,11,TEX,0.9
105.1,23,TEX,0
51.6,-59,TEX,0
94.3,54,TEX,0
93.1,41,TEX,0
96.4,-16,TEX,0
99.2,16,TEX,0.9
101.8,-9.7,TEX,1.25
85.5,-28,TEX,0.9
108.1,12.9,TEX,0
93.1,21,TEX,0
92.7,17,TEX,0.9
78.8,57.2,TEX,0
89.2,39.3,TEX,0
77,48.5,TEX,0
93.2,30,TEX,0
73.5,8.6,TEX,0.9
83.4,-20.6,TEX,0.9
55.8,-78,TEX,0
79.8,-32,TEX,0
98.7,0,TEX,0
87,17.2,TEX,0.9
83.4,37,TEX,0
84.9,-14.6,TEX,0
94.1,24,TEX,0
52.8,-10,TEX,0
102.2,12,TEX,0.9
87.6,23.1,TEX,0
101.6,-20,TEX,0.9
61.4,-18.5,TEX,0
83.4,31,TEX,0
92.8,18.6,TEX,0
94.7,1,TEX,0.9
92,12,TEX,0.9
86,44.3,TEX,0
93.5,13.5,TEX,0
78.1,22.2,TEX,0.9
92.3,52,TEX,0
82.8,81,TEX,0
32.9,-49,TEX,0
100,15.7,TEX,0
69.9,-13,TEX,0
81.3,54.8,TEX,0
84.6,-26.3,TEX,0
80.6,0,TEX,0
100.3,15,TEX,0
70.1,-17,TEX,0
94.9,31,TEX,0
106.2,14,TEX,0.9
109.9,29.4,TEX,2
96,40.6,TEX,0
85.3,18.9,TEX,1.25
97.3,31.6,TEX,0
78.1,-40,TEX,0
104.3,17,TEX,0
101.9,14.7,TEX,0
81.4,2.4,TEX,0.9
89.9,-6,TEX,0
74.9,31.3,TEX,0.9
69,23,TEX,0.9
72.5,36.9,TEX,0
95.8,24,TEX,1.25
91.5,56,TEX,0
91.5,-33,TEX,0
104.2,37.3,TEX,2
96.1,0,TEX,0
103.7,30.9,TEX,2
87.3,52,TEX,0
NA,NA,TEX,0
96.4,30,TEX,0
97.3,6.7,TEX,0.9
84.7,11,TEX,0
104.3,15,TEX,0
103.6,20,TEX,1.25
70,36,TEX,0.9
102.3,32,TEX,2
96,38,TEX,0
100.7,31,TEX,2
93.3,-11,TEX,0
92.6,24,TEX,1.25
81.2,-30.2,TEX,0
87.5,25,TEX,0
88.6,82,TEX,0
94.7,-1,TEX,0
85.8,33,TEX,0
89.5,1,TEX,0
85.3,11,TEX,0
58.1,35,TEX,0.9
103.2,26,TEX,2
109.2,19,TEX,0
97,11.2,TEX,0.9
88.3,-11,TEX,0
95.9,23.5,TEX,0
93,7,TEX,0.9
98.9,-9.9,TEX,0
86.6,33,TEX,0
107.2,22,TEX,2
80,69,TEX,0
84.7,41,TEX,0
89.9,10.3,TEX,0.9
89.2,-5,TEX,0
104.2,3,TEX,0
108,24,TEX,2
66.8,-51,TEX,0
94.8,-19.2,TEX,0.9
87.2,-38.5,TEX,0
90.6,7,TEX,0.9
68.4,8.8,TEX,0.9
102.4,17.8,TEX,1.25
87.4,-5,TEX,0
87.5,13.2,TEX,0.9
80,69,TEX,0
102.2,-9,TEX,0
76.5,87,TEX,0
88.5,15.8,TEX,0.9
79,10,TEX,0.9
80.1,23,TEX,0.9
93.2,13.5,TEX,0.9
97.9,-9,TEX,0
84.2,1,TEX,0
82.8,52,TEX,0
68.8,-14,TEX,0
101.4,11.6,TEX,1.25
93.3,2,TEX,0.9
99.8,14.7,TEX,1.25
68.3,46.7,TEX,0
102.9,-11.9,TEX,0
93.4,18,TEX,0.9
86.2,-25,TEX,1.25
95.2,53,TEX,0
78.2,-18.6,TEX,0
98,17,TEX,0
92.3,-3,TEX,0.9
60,60,TEX,0
82.2,6,TEX,0
80,69,TEX,0
103.1,12,TEX,0.9
56.1,30.4,TEX,0
68.2,-28,TEX,0.9
64.7,3,TEX,0
106.5,4,TEX,0
85.8,6.5,TEX,0
111.4,24.5,TEX,2
88.9,-25,TEX,0
92.1,62,TEX,0
101.6,4,TEX,0
100.8,35,TEX,0
92.7,45,TEX,0
96.7,21,TEX,0
67.9,8.3,TEX,0
83.4,45,TEX,0
80.9,64,TEX,0
82.9,-20.7,TEX,0
93.8,27,TEX,0
58.1,21.2,TEX,1.25
101.4,23.5,TEX,2
53.8,-16,TEX,0
72,-31,TEX,0
112.8,27,TEX,2
95,6,TEX,0
105.2,24.8,TEX,2
85.4,-25,TEX,0
78,45.6,TEX,0
96.6,9,TEX,0.9
91.9,44,TEX,0
108.8,30.1,TEX,2
88.4,45.8,TEX,0
103.4,-15.1,TEX,0.9
88.6,83,TEX,0
94.4,49,TEX,0
85.5,31.2,TEX,0
98.4,27,TEX,0
96.7,21,TEX,0
49.2,-48,TEX,0
103.9,14.5,TEX,0.9
92.8,8.1,TEX,0.9
77.9,30.5,TEX,0.9
87.7,-23,TEX,0
95.5,33,TEX,0
NA,NA,TEX,0
78.6,51,TEX,0
90.3,-17.3,TEX,0.9
70.7,15.5,TEX,0.9
92.5,36,TEX,0
28.3,-72,TEX,0.9
88,18.2,TEX,0
58.7,-29.6,TEX,0
93.5,20.7,TEX,0
37.7,-62,TEX,0
92.9,-6.6,TEX,0
104.1,23.7,TEX,1.25
94.3,14.8,TEX,1.25
88.1,21,TEX,1.25
78.1,28.8,TEX,0
66.4,72,TEX,0
96,5,TEX,0
88,-20,TEX,0
80.6,42.6,TEX,0
106.9,-0.7,TEX,1.25
95.4,40,TEX,0
72.3,-44.3,TEX,0
80.9,80,TEX,0
71.7,-28,TEX,0
102.7,-10,TEX,0
59.8,-60,TEX,0
108.2,16.3,TEX,1.25
76.1,52,TEX,0
102.6,1,TEX,0.9
90.2,-16.7,TEX,0.9
93.6,33.6,TEX,0
98.3,-1,TEX,0
68.9,38.4,TEX,0.9
82.9,-20.7,TEX,0
71.7,-20,TEX,0
82.7,-45.2,TEX,0
97,27,TEX,2
82.9,-20.7,TEX,0
84.2,-26,TEX,0
95.4,33,TEX,0
102.8,-5,TEX,0
53.6,-40,TEX,0
106.3,1,TEX,0.9
85,-24.1,TEX,0
91,65,TEX,0
82.2,60.3,TEX,0
100.5,-17,TEX,0
98.8,-16,TEX,0
93.7,32,TEX,0
76.6,-28,TEX,0
86.3,-32.8,TEX,0
79.7,53.6,TEX,0
90.9,31.7,TEX,0
90.2,52,TEX,0
103.5,23,TEX,0.9
100.5,-5.6,TEX,0
96.3,10.3,TEX,0.9
103.6,25,TEX,1.25
101.5,0.4,TEX,0
88.2,28,TEX,0
104.4,19.9,TEX,1.25
86.3,15,TEX,0.9
97.9,-33,TEX,0
91.9,43,TEX,0
86.5,17.4,TEX,0.9
75.4,-24,TEX,0
107.5,-2,TEX,0
86.6,-3.3,TEX,0.9
73.4,11,TEX,0
76.2,-13.5,TEX,1.25
83.4,1,TEX,0
79.7,-1.2,TEX,0
54.1,-61,TEX,0
70.7,-58,TEX,0
97.5,26,TEX,2
81.4,44,TEX,0
89.5,18.7,TEX,0
99.8,1.3,TEX,0
100.5,-11,TEX,0
87,54,TEX,0
100.6,4.5,TEX,0.9
78.3,3,TEX,0
103,-17.8,TEX,0
73.3,41.8,TEX,0
105.9,11.3,TEX,1.25
97.5,61,TEX,0
65.8,-30,TEX,0
68.5,17.4,TEX,0.9
78.8,-30,TEX,0
79.9,2,TEX,0
84.5,32.6,TEX,0
91.2,-30.3,TEX,0
64.9,13,TEX,0.9
70.5,-38.6,TEX,0
115.1,25.4,TEX,2
102.4,10,TEX,0
97.4,33,TEX,0
85.4,2,TEX,0
92.6,-3,TEX,1.6
87,0,TEX,0
96.6,-5.7,TEX,0
96.1,-3,TEX,0
88.2,54,TEX,0
96.2,34.9,TEX,0
98.3,46,TEX,0
97.2,-9.7,TEX,0
94,13.6,TEX,0.9
76.1,41,TEX,0
96.7,24,TEX,0
78.9,4,TEX,0.9
78.8,32,TEX,0
80,69,TEX,0
84.8,43.2,TEX,0
105,3.5,TEX,0.9
105.4,36,TEX,0
96,-9,TEX,0
73.2,38,TEX,0
78,37,TEX,0
86.3,-17.9,TEX,0
53.8,-25,TEX,0
92.9,-11.3,TEX,0.9
89.7,-21,TEX,0
93.6,-21.3,TEX,0
84.3,7,TEX,0
82.9,-20.7,TEX,0
90.5,22.2,TEX,0
81.2,33,TEX,0
89.7,29.2,TEX,0
98.6,23,TEX,0
96.6,4,TEX,0
105.5,14,TEX,0.9
112.5,28,TEX,2
102.2,11.8,TEX,1.25
113.3,-5,TEX,0
88.2,39,TEX,0
109,4,TEX,0
93.4,-26.1,TEX,0
77.2,-27.2,TEX,0
93.4,19,TEX,0
101.3,-3,TEX,0
98.6,14.7,TEX,0.9
94.1,25.6,TEX,0
51.5,-4,TEX,0
78.7,60.5,TEX,0
102.2,1,TEX,0.9
103.9,22,TEX,1.25
82.9,-20.7,TEX,0
96.8,-10,TEX,0
74.2,34.7,TEX,0
95.1,30.4,TEX,0
98.6,-18.9,TEX,0.9
44.9,-53,TEX,0.9
95.5,-21,TEX,0
96.8,18.3,TEX,1.25
67.3,21,TEX,0.9
95.5,60,TEX,0
66.6,-21.8,TEX,0
105.8,34.3,TEX,2
109.4,23,TEX,2
56,39.4,TEX,0.9
98.3,12,TEX,0.9
46.3,-49.7,TEX,0
96.5,-7,TEX,0
97.4,21.4,TEX,0
91,4,TEX,0.9
86.3,31,TEX,0
81.5,47.8,TEX,0
106.9,10,TEX,0
92.8,-12.5,TEX,0
74,-15.8,TEX,0
81.8,26.2,TEX,0
95.2,4,TEX,0.9
107.4,-7,TEX,0
98.5,23.6,TEX,1.25
97.5,-8,TEX,0
64.1,41.4,TEX,0
50.7,16,TEX,0
92.9,54.4,TEX,0
90.3,-0.1,TEX,0
104.3,15.5,TEX,0.9
99.5,-19,TEX,0
100.1,1,TEX,0.9
98,-5,TEX,0.9
96.4,28.5,TEX,0
85.3,33.4,TEX,0
91.8,26,TEX,0
109.6,27,TEX,2
62.2,-31.8,TEX,0.9
78.5,74,TEX,0
98.7,14.7,TEX,0
89.9,15,TEX,0.9
94.7,11.3,TEX,0.9
94.9,-19,TEX,0
109.5,0.1,TEX,0
94.3,-16,TEX,0
90.6,17,TEX,1.25
77.7,61,TEX,0
105.4,8,TEX,0.9
63.2,83,TEX,0
81.7,37,TEX,0
90.3,-17.3,TEX,0.9
76.4,29,TEX,0
104.3,25,TEX,2
106.3,35,TEX,2
84.3,-21.2,TEX,0
93,-5,TEX,0
77.9,5,TEX,0
93.5,29.9,TEX,0
78.1,-34,TEX,0
88.9,60,TEX,0
97.4,6,TEX,0.9
90.2,20,TEX,0
102,-4,TEX,0.9
88.9,21,TEX,0
53,19.3,TEX,0
103.4,12,TEX,0.9
82.7,6.5,TEX,0
100.8,6,TEX,0.9
95.6,24,TEX,0
70.8,-67,TEX,0.9
104.4,-3.8,TEX,0.9
105,12.5,TEX,1.25
95,20,TEX,1.25
87.9,14,TEX,0
52.8,4.9,TEX,0
89.6,13.9,TEX,0.9
103.3,3,TEX,0
104.1,8.7,TEX,0
81.5,86.9,TEX,0
78,59,TEX,0
NA,NA,TEX,0
98.5,-16,TEX,0
75.4,-0.2,TEX,0
74,-13,TEX,0
91.6,-0.5,TEX,0
83.4,-10.5,TEX,0
24.3,-42,TEX,0
99.1,44.2,TEX,0
88.1,-11,TEX,0
91,37,TEX,0
102.8,8,TEX,0.9
99.4,-24,TEX,0
71.9,-49,TEX,0
94.1,18,TEX,1.25
61.1,73,TEX,0
111.5,5.9,TEX,0
52.3,-52,TEX,0
89.3,64.7,TEX,0
87.1,61,TEX,0
77.7,23.2,TEX,0.9
100,28,TEX,2
103.4,-0.9,TEX,0.9
89.6,51,TEX,0
92.4,-32,TEX,0
79.8,-2,TEX,0
63.3,62,TEX,0
91.4,41,TEX,0
87.8,64,TEX,0
75,-33,TEX,0
55.2,-67,TEX,0.9
99.2,-28.4,TEX,0
78.3,45,TEX,0
97.5,-16,TEX,0
72.4,31.7,TEX,0
97.8,6.4,TEX,0.9
95.1,48,TEX,0
73.4,13.1,TEX,0.9
94,-18,TEX,0
89.6,-4.8,TEX,0.9
76.7,-11.6,TEX,0.9
103.6,-9.8,TEX,0
101.4,9.3,TEX,0
96.7,55,TEX,0
85.5,-19.3,TEX,0
104.1,6.3,TEX,0
101,-3,TEX,0
93.8,28.1,TEX,0
85.5,14,TEX,0.9
86.2,-3.7,TEX,0
63.9,-38.8,TEX,0
74.3,61.3,TEX,0
92.6,21.6,TEX,0
89.5,14,TEX,0.9
91.8,36,TEX,0
109.3,27.2,TEX,2
87.5,34,TEX,0
69.5,0.7,TEX,0
104.4,30,TEX,2
78.9,5,TEX,0
96.4,24.9,TEX,0
73,53,TEX,0.9
92.5,-21.2,TEX,0
101.3,25,TEX,2
105.4,27,TEX,2
86.5,42.2,TEX,0
95.7,18.1,TEX,0
102.9,17,TEX,1.25
55.8,-59,TEX,0.9
40.6,-61.5,TEX,0.9
90.2,15.4,TEX,0
109.5,22,TEX,2
77.8,28.6,TEX,0
99.4,50,TEX,0
108.1,9,TEX,0.9
87.6,33.7,TEX,0
89.9,39.5,TEX,0
90.1,10,TEX,0
91.7,8,TEX,0
100.2,37.6,TEX,2
101.1,19,TEX,0
84.3,31,TEX,1.6
81.1,22.3,TEX,0
97.2,31,TEX,0
103.7,9.4,TEX,0.9
103,20,TEX,0.9
65.3,-37,TEX,0
87.6,1,TEX,0
94.5,-8,TEX,0
84.1,8,TEX,0.9
93.9,13,TEX,0.9
96.1,45.2,TEX,0
93.7,34,TEX,0
84.8,-8,TEX,0
89,4,TEX,0
75.7,5.5,TEX,0
87.2,-19,TEX,0
103.5,3,TEX,0.9
94,30,TEX,0
98.2,29,TEX,1.25
94.7,-20,TEX,0
104.5,-4.1,TEX,0
33.9,-47,TEX,0.9
90.9,-6.6,TEX,0
79.5,8.7,TEX,0
101.6,2,TEX,0.9
105.5,7,TEX,0.9
112.4,14,TEX,0
89.7,-12,TEX,0
81.3,1,TEX,0.9
82.3,58,TEX,0
94.2,24.8,TEX,0
94,27.3,TEX,0
40,-36,TEX,0.9
90.7,-18.5,TEX,0
98.5,-14,TEX,0
83.2,16.2,TEX,1.25
100.8,2,TEX,0.9
76.5,0,TEX,0.9
70.2,79,TEX,0
100.6,41,TEX,0
80.6,-40,TEX,0.9
83.7,1,TEX,0
80.5,11,TEX,0.9
82.7,-3,TEX,0
49.2,-35.8,TEX,0
101.4,11,TEX,1.25
92.6,-9,TEX,0
87.4,-26,TEX,0
112.7,21,TEX,2
104.7,-7.2,TEX,0
80.3,7.1,TEX,0.9
108.7,5.7,TEX,1.25
90.3,-17.3,TEX,0.9
96.3,18.1,TEX,0
69.2,9,TEX,0
95.8,-17,TEX,0
88.8,51.5,TEX,0
95.9,22,TEX,0
72.9,-1,TEX,0
86.3,14,TEX,0.9
103,16.9,TEX,0
76.3,66,TEX,0
92.3,7,TEX,0
91.4,11,TEX,0.9
85.2,10,TEX,0
97,-6.8,TEX,0
92.7,26,TEX,0
101.9,8.7,TEX,0.9
50.3,-26.1,TEX,0
98.1,12.7,TEX,0.9
91.9,0,TEX,0
74.3,56,TEX,0
104.6,5,TEX,0.9
70.3,-15.1,TEX,0
100.9,10.5,TEX,0.9
96.1,25,TEX,0
108.5,16,TEX,0
83.8,-29,TEX,0
66.7,66.9,TEX,0
114.8,4,TEX,0.9
102,18,TEX,1.25
76.5,21,TEX,0.9
98.8,22,TEX,0
99.2,29,TEX,0
93,-13.3,TEX,0
83.2,48,TEX,0
102.7,13.6,TEX,1.6
85.3,-2,TEX,0
96.8,-1,TEX,0
100.7,35,TEX,2
89.5,55,TEX,0
71.2,43,TEX,0
87.5,-0.8,TEX,0
104.6,28.5,TEX,2
99.5,2.4,TEX,0.9
104,-3,TEX,0
80,69,TEX,0
88.7,68,TEX,0
64.7,-40.6,TEX,0
89.4,2,TEX,0
101.4,23,TEX,1.25
94.2,-13,TEX,0
97.6,34.3,TEX,1.25
87.6,4,TEX,0
78.3,55,TEX,0
97.1,42.4,TEX,0
100.1,-27,TEX,0
93.2,-18,TEX,0
82.7,1.8,TEX,0.9
100,36,TEX,0
58.2,22.2,TEX,0.9
NA,NA,TEX,0
82.9,-20.7,TEX,0.9
82.7,-25.3,TEX,0
78.1,48,TEX,0
94.6,2,TEX,1.25
91.5,1.1,TEX,0.9
102.1,34,TEX,2
88.9,25,TEX,0
103,21.1,TEX,1.25
100.2,27.6,TEX,0
89.3,-6.9,TEX,0.9
94.2,35,TEX,0
101.1,41,TEX,0
85.5,20.4,TEX,0
92.3,35.2,TEX,0
77.7,-21.5,TEX,0
85.9,-13.4,TEX,0
83.9,74,TEX,0
99.8,7,TEX,0
95.3,36.8,TEX,0
66.6,-61.6,TEX,0
95.1,-1,TEX,0
89.8,70,TEX,0
84.8,-41,TEX,0
90,8.9,TEX,0.9
82.3,78,TEX,0
97.7,21,TEX,0
69.8,36.5,TEX,0.9
82.2,-18.6,TEX,0
99.3,14,TEX,1.25
76.7,40,TEX,0
77.8,15,TEX,0.9
49.1,-29,TEX,0
91.6,8,TEX,0.9
88.1,2,TEX,0
82.9,-20.7,TEX,0
91.7,34.4,TEX,0
85.2,-6.4,TEX,0
77.1,-12.3,TEX,0
104.3,30,TEX,2
63.6,34,TEX,0.9
92.8,-33,TEX,0
86.2,45,TEX,0
77.7,3,TEX,0
101.1,-5,TEX,0
101.5,25,TEX,1.6
102.1,-7,TEX,0
80,69,TEX,0
61.6,56.8,TEX,0
105.8,11.6,TEX,0.9
83.8,-17,TEX,0
80,69,TEX,0
100.8,31,TEX,2
87.5,24,TEX,0
98.7,-15,TEX,0
93,2,TEX,0.9
99.6,23.7,TEX,0.9
94.1,-1,TEX,0.9
91.5,56,TEX,0
66.8,25,TEX,0.9
54.2,-75,TEX,0.9
91.8,19,TEX,1.6
33.9,52,TEX,0
94.2,-14.9,TEX,0
96.8,2,TEX,0.9
98,-16,TEX,0
90.2,33,TEX,0
88.2,47.8,TEX,0
102.9,14,TEX,0.9
96.9,-10,TEX,0
86,16,TEX,0.9
67.4,-64,TEX,0
98,41,TEX,0
76.4,17,TEX,0.9
85.8,9,TEX,0
84.1,-8,TEX,0
88.9,5,TEX,0
99.1,33,TEX,0
105.2,21,TEX,2
89.3,47.6,TEX,0
95.2,37,TEX,0
80,69,TEX,0
98.8,6.9,TEX,0
90.2,-10,TEX,0
102.8,27.8,TEX,2
100.1,15.1,TEX,0
76.7,-2,TEX,0
91,-11,TEX,0
91.9,18.8,TEX,0
107.3,13.3,TEX,0
86.7,3,TEX,0
94.9,39,TEX,0
98.9,21,TEX,0
100.4,-3,TEX,0.9
79.3,-13.8,TEX,0
82.9,-20.7,TEX,0
73,75,TEX,0
87.6,-11.2,TEX,0
79.6,-5,TEX,0
68.1,-27,TEX,0
84.9,36,TEX,0
85.2,5.6,TEX,0
89.7,47.6,TEX,0
57,-43.5,TEX,0
101.2,-7.1,TEX,0
89.8,53,TEX,0
94.4,2,TEX,0.9
92.3,-28,TEX,0
83.4,30,TEX,0
108.6,19,TEX,0.9
101.9,36.9,TEX,0
99.8,-12,TEX,0.9
88.7,-1,TEX,0
96.6,52,TEX,0
88.1,1,TEX,0
87.2,37,TEX,0
82.9,-20.7,TEX,0
101.1,-5.3,TEX,0
70.8,-4,TEX,0
90.9,2,TEX,0.9
95.5,23.4,TEX,0
96.7,36,TEX,0
96,13.6,TEX,0.9
89.6,-4,TEX,0
95,-3.6,TEX,0
97.5,35,TEX,2
103.3,-6.7,TEX,0
107.4,11,TEX,0.9
99.1,19,TEX,0
105.6,-5,TEX,0
84.2,70.1,TEX,0
79.8,-16,TEX,0.9
72.4,-5.3,TEX,0.9
112.9,14,TEX,0.9
106.7,9,TEX,1.6
85,11,TEX,0
64.8,71,TEX,0
83.1,15.4,TEX,0.9
102.2,22,TEX,1.25
101.3,8,TEX,0
77.9,-23,TEX,0
92.4,14,TEX,0
90.4,27.2,TEX,0
88.6,65,TEX,0
73,68,TEX,0
88.3,-29.9,TEX,0
105.6,26.7,TEX,2
94.8,-8,TEX,0
78.7,42.6,TEX,0
74.7,-9.8,TEX,0
104.6,-0.8,TEX,0.9
81.9,-31,TEX,0
68.7,37,TEX,0
99.1,-14.5,TEX,0
90.1,20.7,TEX,0
102.3,7,TEX,0.9
68.2,55,TEX,0
65.2,8.9,TEX,0
82.9,-20.7,TEX,0
99.5,-10,TEX,0.9
86.7,53,TEX,0
68,-18,TEX,0
99.8,39.2,TEX,0
98.1,2.1,TEX,0
67.8,-86,TEX,0
73.2,34,TEX,0
87.6,26,TEX,0
88.6,19,TEX,1.25
78,-15,TEX,0
77,-44,TEX,0
97.1,-5.2,TEX,0
76.2,46,TEX,0
82.6,10.9,TEX,1.25
84.7,65,TEX,0
66.7,14.3,TEX,0
48.3,57,TEX,0
80.9,34,TEX,0
82.4,-20,TEX,0
107.7,13.8,TEX,0
80,69,TEX,0
70.6,69,TEX,0
41,-39,TEX,0
80,69,TEX,0
102.7,8.2,TEX,0
89.6,28,TEX,0
100.6,-7,TEX,0
93.8,2.3,TEX,0
97.3,-13,TEX,0
68.1,-20,TEX,0
99.5,28,TEX,2
55,30,TEX,0
97.8,-3,TEX,0
95,31,TEX,0
100.6,42.4,TEX,0
92.5,-17,TEX,0
97.6,-12,TEX,0.9
98,32.7,TEX,0
105.3,32,TEX,2
41,-39,TEX,0
59.8,-38,TEX,0.9
93.6,11,TEX,0.9
82.9,-20.7,TEX,0
65.1,-19,TEX,0
113.2,24.9,TEX,2
73.2,69,TEX,0
95.8,-6,TEX,0
84,-2,TEX,0
104.5,-16.4,TEX,0
104.6,17.8,TEX,1.6
56.7,72,TEX,0
88.8,55,TEX,0
86.2,29,TEX,0
85.5,-15.8,TEX,0
80,69,TEX,0
83.3,15.8,TEX,0.9
82,12,TEX,0
104.6,-12.5,TEX,0
90.5,25.2,TEX,0
82,34,TEX,0
74.8,-18.2,TEX,0
58.9,3.8,TEX,0
80.5,41.5,TEX,0
94.6,-15,TEX,1.25
102.1,7.9,TEX,0.9
99.2,3,TEX,0.9
46.8,39.1,TEX,0
